类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
Go 语言, GO语言编程从入门到实践+Go语言 2版 2本 清华大学图书籍 9787302428251 ,2016-06-01,不详,¥237.50,¥266.74,8.91折 ,,https://img3m7.ddimg.cn/0/24/11373523227-1_b_1.jpg
Go 语言, GO语言区块链应用开发从入门到精通 高野 著 北京大学正版全新v ,2021-05-01,北京大学出版社,¥61.00,¥89.00,6.86折 ,,https://img3m4.ddimg.cn/87/24/11443325244-1_b_2.jpg
Go 语言, Go语言学习指南：惯例模式与编程实践 ,2022-05-01,机械工业,¥83.89,¥119.00,7.05折 ,,https://img3m4.ddimg.cn/40/32/11267422294-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 1 白明 著 机械工业出版社 ,2021-12-01,机械工业出版社,¥87.26,¥175.52,4.98折 ,,https://img3m8.ddimg.cn/29/4/11393893298-1_b_1.jpg
Go 语言, Go语言从入门到精通【新华集团自营】 ,2021-02-01,人民邮电,¥64.80,¥79.80,8.13折 ,,https://img3m9.ddimg.cn/15/25/11297713299-1_b_1.jpg
Go 语言, Go语言编程之旅(一起用Go做项目) ,2020-07-01,电子工业,¥76.14,¥108.00,7.05折 ,,https://img3m0.ddimg.cn/25/4/11141279350-1_b_1.jpg
Go 语言, Go语言实战 go语言入门教程书籍go语言编程书籍go语言并发编程指南go语言程序设计Go语言入门教 ,2021-04-01,人民邮电出版社,¥66.30,¥69.80,9.5折 ,,https://img3m4.ddimg.cn/86/15/11375187404-1_b_1.jpg
Go 语言, Go语言入门经典乔治·奥尔波人民邮电出版社鑫隆博图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2018-08-01,人民邮电出版社,¥56.60,¥59.00,9.6折 ,快速学语法和风格的读物 Go语言入门宝典 零基础Go语言用户的读物 通过基础知识和尝试突出“小时”概念 循序的示例引导您完成常见的Go任务。 问与答、测验和练读者检测知识的掌握情况。 “注意”、“提示”和“警告”指出捷径和解决方案。 每章案例与练助读者轻松完成常见任务，通过实践提高应用技能，巩固所学知识。;,https://img3m8.ddimg.cn/84/34/11424215568-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 go语言编程教程书籍 Go语言入门教材书籍 golang教程自学Go语言学习笔记 go语言程 ,,中国铁道出版社,¥79.90,¥89.00,8.98折 ,,https://img3m6.ddimg.cn/87/2/11010835626-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 ,,电子工业出版社,¥119.00,¥168.00,7.09折 ,,https://img3m4.ddimg.cn/24/34/11417903664-1_b_1.jpg
Go 语言," Go语言高并发与微服务实战 朱荣鑫,黄迪璇,张天 著 编程语言 全新正版，如需发票，请联系本店客服索取",2022-01-17,中国铁道出版社,¥88.98,¥89.00,10折,,https://img3m9.ddimg.cn/51/10/11062119669-1_b_1.jpg
Go 语言, Go语言高级编程柴树杉、曹春晖人民邮电出版社【现货实拍 可开发票 下单速发 正版图书】 代寻稀缺书老书，有问题可联系在线客服15011482491,2019-07-01,人民邮电出版社,¥65.00,¥195.00,3.34折 ,,https://img3m6.ddimg.cn/96/26/11240004696-1_b_1.jpg
Go 语言," Go语言精进之路:从新手到高手的编程思想、方法和技巧:thinking, methods and techniques: 支持电子发票，如需发票请联系在线客服提供您的邮箱",2021-12-01,机械工业出版社,¥101.15,¥119.00,8.5折 ,,https://img3m1.ddimg.cn/16/10/11415074731-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 2 计算机网络 程序设计（新） 机械工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2021-12-01,机械工业出版社,¥88.30,¥119.00,7.43折 ,,https://img3m9.ddimg.cn/20/17/11414639729-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 golang教程自学Go语言学习笔记 go语言程序设计教材 go语言编程教程书籍 Go语言入 ,2020-11-09,中国铁道出版社,¥117.48,¥117.48,10折,,https://img3m6.ddimg.cn/50/4/11433769826-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 golang教程自学Go语言学习笔记 go语言程序设计 go语言编程教程书 Go语言入门书籍 ,,中国铁道出版社,¥88.88,¥92.00,9.67折 ,,https://img3m0.ddimg.cn/32/1/11146737920-1_b_1.jpg
Go 语言, Go语言程序设计【正版书籍 达额立减】 【正版保证，可开发票，下单速发，优质售后】,2013-08-01,人民邮电出版社,¥22.99,¥362.13,0.64折 ,,https://img3m2.ddimg.cn/14/3/11417988992-1_b_1.jpg
Go 语言, Go语言核心编程 ,2018-09-01,电子工业,¥55.69,¥79.00,7.05折 ,,https://img3m6.ddimg.cn/24/5/1225432716-1_b_2.jpg
Go 语言, Go语言极简一本通：零基础入门到项目实战Z ,2022-07-01,电子工业出版社,¥58.60,¥99.00,5.92折 ,,https://img3m4.ddimg.cn/74/15/11446385024-1_b_2.jpg
Go 语言, GO语言学习笔记 雨痕 著 电子工业出版社 【正版书籍，达额立减】 ,2016-06-01,电子工业出版社,¥70.08,¥89.00,7.88折 ,,https://img3m1.ddimg.cn/67/31/11413172101-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系程语言程序设计 go语言程序设计教程书 正版书籍电子发票，量大优惠，赠品随机送完为止，部分书籍售价高于定价严者慎拍,,电子工业出版社,¥87.18,¥89.00,9.8折 ,,https://img3m3.ddimg.cn/9/9/11319908103-1_b_1.jpg
Go 语言, Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语言实 ,2020-05-01,南京东南大学出版社,¥128.52,¥128.52,10折,,https://img3m0.ddimg.cn/12/24/11425699110-1_b_1.jpg
Go 语言, Go语言高级编程 go语言进阶实战 GO编程web编程书 云计算云存储区块链时代重要编程语言 Go语言编程自学宝典书籍 ,,人民邮电出版社,¥66.00,¥89.40,7.39折 ,,https://img3m4.ddimg.cn/74/3/11386374194-1_b_2.jpg
Go 语言, Go语言高级编程 Go语言编程入门书籍 golang教程实战自学基础入门精通实践开发 Go语言从入门到进阶实战 go语言 ,,人民邮电出版社,¥85.88,¥89.00,9.65折 ,,https://img3m0.ddimg.cn/35/20/11253134510-1_b_1.jpg
Go 语言," Go语言定制指南 柴树杉,史斌,丁尔男 著 人民邮电出版社 【正版书籍，达额立减】 ",2022-04-01,人民邮电出版社,¥73.34,¥79.90,9.18折 ,,https://img3m1.ddimg.cn/49/3/11413044571-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战 视频教学版 配套视频开发实例精讲Go语言语法开发技巧大全Go语言基础Go语言程序设计视频教程编 ,,机械工业出版社,¥108.17,¥109.25,9.91折 ,,https://img3m0.ddimg.cn/5/11/11332118660-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 ,2020-05-01,导入使用不确定出版社,¥108.00,¥128.00,8.44折 ,,https://img3m9.ddimg.cn/87/0/11361160689-1_b_1.jpg
Go 语言, Go语言设计与实现 ,2021-11-01,人民邮电,¥73.34,¥139.80,5.25折 ,,https://img3m5.ddimg.cn/44/10/11048524685-1_b_1.jpg
Go 语言, Go语言核心编程+Go语言精进之路 1+Go语言精进之路 2 全3册 golang教程实战自学基础入门精通实践开发 go ,2022-08-25,浙江大学出版社,¥267.00,¥297.00,8.99折 ,,https://img3m0.ddimg.cn/20/29/11219108690-1_b_1.jpg
Go 语言, Go语言项目开发上手指南【新华集团自营】 ,2021-07-01,机械工业出版社,¥84.20,¥119.00,7.08折 ,适读人群 ：Go语言初、中级读者 本书推崇以实例的方式来学习编程，给出了相对完整的项目开发过程，并对具体的应用进行了较为详细的说明，以便帮助读者快速上手项目开发工作。 本书既适合初学者学习，也适合有Go语言基础的读者参考。,https://img3m9.ddimg.cn/41/2/11297438699-1_b_1.jpg
Go 语言, Go语言核心编程 李文塔 Go语言实战 golang教程实战自学基础入门精通实践开发 go语言程序设计书 Go语言编程入 ,,电子工业出版社,¥65.77,¥79.60,8.27折 ,,https://img3m3.ddimg.cn/59/8/11355493703-1_b_1.jpg
Go 语言," Go语言编程实战 强彦,王军红 清华大学出版社 ",2019-08-01,清华大学出版社,¥27.53,¥59.00,4.67折 ,,https://img3m6.ddimg.cn/33/5/11426877726-1_b_1.jpg
Go 语言, Go语言设计与实现 左书祺 go语言实战Go语言核心编程零基础入门 web开发计算机网络编程开发入门程序设计电脑教程书籍 ,2021-11-01,人民邮电出版社,¥126.00,¥126.00,10折,,https://img3m9.ddimg.cn/75/34/11251540749-1_b_1.jpg
Go 语言, Go语言与区块链开发 ,2022-09-01,科学,¥42.74,¥57.00,7.5折 ,,https://img3m5.ddimg.cn/16/12/11416320745-1_b_1.jpg
Go 语言," 【正版图书】Go语言程序设计 [英]Mark Summerfield,许式伟 人民邮电出版社 可开发票，售后无忧，欢迎下单！",2013-08-01,人民邮电出版社,¥16.80,¥63.80,2.64折 ,,https://img3m3.ddimg.cn/94/30/11127841753-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战【正版书籍 闪电发货】 【满额立减 下单速发 可开发票 正版图书】,2018-06-01,机械工业出版社,¥25.01,¥170.09,1.48折 ,,https://img3m4.ddimg.cn/6/8/662153784-1_b_3.jpg
Go 语言, Go语言实战 ,,人民邮电出版社,¥76.36,¥76.36,10折,,https://img3m9.ddimg.cn/35/24/11139461819-1_b_1.jpg
Go 语言, 【Go语言编程三剑客】GO语言实战+GO语言编程+GO web编程go语言入门到精通教程书籍 计算机编程入门程序设计电脑 ,,人民邮电出版社,¥180.73,¥257.06,7.04折 ,,https://img3m8.ddimg.cn/50/0/11337614888-1_b_1.jpg
Go 语言, GO语言编程实战 清华大学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2019-08-01,清华大学出版社,¥44.20,¥59.00,7.5折 ,本书通过通俗易懂的语言，丰富多彩的实例，详细介绍用Go语言程序开发知识。书中提供了大量程序案例，配有注释，读者轻松领会Go程序开发精髓，快速提高开发技能。配套讲解视频，扫描书中二维码就可以观看视频，使学习变得更加轻松,https://img3m2.ddimg.cn/7/20/1527980362-1_b_6.jpg
Go 语言, Go语言编程实战 附视频讲解 go语言教程 Go语言编程入门教程书籍 go语言从入门到精通 go语言程序设计 清华大学出 ,,清华大学出版社,¥53.00,¥58.99,8.99折 ,,https://img3m6.ddimg.cn/68/27/1705718786-1_b_1.jpg
Go 语言, Go语言开发实战 慕课版 千锋教育 GO语言零基础初学入门教程 Go语言语法面向对象编程网络数据库并发编程 GO从入门到 ,,人民邮电出版社,¥65.00,¥66.92,9.72折 ,,https://img3m9.ddimg.cn/61/21/1738982779-1_b_1.jpg
Go 语言, Go语言开发实战（慕课版） ,,人民邮电出版社,¥73.44,¥88.38,8.31折 ,,https://img3m8.ddimg.cn/89/26/11277699038-1_b_1.jpg
Go 语言, Go语言编程 ,2012-09-01,人民邮电,¥34.29,¥49.00,7折 ,,https://img3m5.ddimg.cn/36/16/11026331055-1_b_1.jpg
Go 语言, Go语言核心编程 ,2018-09-01,电子工业,¥55.70,¥79.00,7.06折 ,,https://img3m7.ddimg.cn/81/5/11125959057-1_b_1.jpg
Go 语言, Go语言核心编程 Go语言实战 Go语言实践编程书 Go语言编程入门教材 golang教程实战自学基础入门精通实践开发 ,,电子工业出版社,¥44.00,¥79.00,5.57折 ,,https://img3m9.ddimg.cn/68/21/11306385059-1_b_1.jpg
Go 语言, Go语言核心编程+Go语言学习笔记 全两册 Go语言实战 Go语言实践编程书 Go语言编程入门教材 golang教程实战 ,,人民邮电出版社,¥107.00,¥168.00,6.37折 ,,https://img3m9.ddimg.cn/71/23/11306414069-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战（视频教学版）徐波 编著 机械工业出版社图书 全新正版图书,2022-01-12,机械工业出版社,¥98.41,¥99.00,9.95折 ,,https://img3m1.ddimg.cn/20/15/11079372071-1_b_1.jpg
Go 语言," Go语言编程之旅 一起用Go做项目 陈剑煜,徐新华 编 程序设计（新） wxfx 全新正版，支持开电子发票",2021-01-01,电子工业出版社,¥94.77,¥108.00,8.78折 ,,https://img3m2.ddimg.cn/94/27/11375716072-1_b_1.jpg
Go 语言," Go语言编程实战 强彦,王军红 清华大学出版社【正版书籍，达额立减】 本店支持电子发票，请确认收货以后联系在线客服提供您的邮箱地址！",2019-08-01,清华大学出版社,¥43.57,¥59.00,7.39折 ,,https://img3m7.ddimg.cn/9/29/11414119077-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】Go语言核心编程+Go语言精进之路 1+Go语言精进之路 2 全3册 golang教程实战自学基础 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,浙江大学出版社,¥317.46,¥317.46,10折,,https://img3m4.ddimg.cn/47/17/11441258084-1_b_1.jpg
Go 语言, Go语言编程三剑客GO语言实战+GO语言高级编程+GO web编程go语言入门到精通教程书籍 计算机编程入门程序设计电脑 ,,人民邮电出版社,¥146.00,¥227.00,6.44折 ,,https://img3m7.ddimg.cn/22/13/11428799107-1_b_1.jpg
Go 语言, Go语言底层原理剖析 郑建勋 Go语言编译时类型系统语法特性函数调用规范并发编程内存管理与垃圾回收运行状态监控原理正版正 ,2022-10-28,电子工业出版社,¥59.00,¥99.00,5.96折 ,,https://img3m2.ddimg.cn/3/26/11279761122-1_b_1.jpg
Go 语言, Go语言高 级开发与实战 廖显东 数组 切片 迭代处理数组 编程技巧 分布式系统 复杂案例 实用教程 机械工业出版社 9 旗舰店正版质量保证！支持团购优惠价，出版社库房直发，提供正规电子发票,2022-01-01,机械工业出版社,¥83.30,¥119.00,7折 ,,https://img3m8.ddimg.cn/92/2/11363156138-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 谢伟 核心知识应用 图表库 命令行工具 网络爬虫 GraphQL 面向接口编程 机械工业出版社 ,2021-06-01,机械工业出版社,¥95.00,¥119.00,7.99折 ,,https://img3m0.ddimg.cn/27/14/11372285160-1_b_2.jpg
Go 语言, 【可开发票，量大优惠】Go语言趣学指南 黄健宏译 go语言入门教程书籍 golang程序设计语言实战编程学习笔记核心编程 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,人民邮电出版社,¥45.20,¥69.00,6.56折 ,,https://img3m4.ddimg.cn/72/7/11441797164-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】【Go语言编程三剑客】GO语言实战+GO语言编程+GO web编程go语言入门到精通教程书籍 计算 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,人民邮电出版社,¥170.03,¥227.00,7.5折 ,,https://img3m6.ddimg.cn/61/14/11266634176-1_b_1.jpg
Go 语言, Go 语言程序设计 [英]Mark Su【正版】 【全国三仓发货，物流便捷，下单秒杀，欢迎选购！】,2013-08-01,人民邮电出版社,¥12.18,¥49.02,2.49折 ,《Go语言程序设计》既是一本实用的Go语言教程，又是一本Go语言参考手册。书中从如何获取和安装Go语言环境，以及如何建立和运行Go程序开始，逐步介绍了Go语言的语法、特性以及一些标准库，内置数据类型、语句和结构，然后讲解了如何在Go语言中进行面向对象编程，Go语言的并发特性，如何导入和使用标准库包、自定义包及第三方软件包，提供了评价Go语言、以Go语言思考以及用Go语言编写高性能软件所需的所有知识。《Go语言程序设计》的目的是通过使用语言本身提供的所有特性以及Go语言标准库中一些常用的包，向读者介绍如何进行地道的Go语言编程。《Go语言程序设计》自始至终完全从实践的角度出发，每一章提供多个生动的代码示例和专门设计的动手实验，帮者快速掌握开发技能。《Go语言程序设计》适合对Go语言感兴趣的各个层次的Go语言程序员阅读和参考,https://img3m9.ddimg.cn/51/8/11366690199-1_b_1.jpg
Go 语言, Go语言·云动力 (新加坡)樊虹剑 人民邮电出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,2012-06-01,人民邮电出版社,¥6.00,¥29.37,2.05折 ,云计算时代的新型编程语言 编程极客不可不学 示例丰富，引人入胜，一本就Go!,https://img3m3.ddimg.cn/20/32/11219820203-1_b_1.jpg
Go 语言, GO语言公链开发实战 郑东旭 机械工业出版社 9787111629870 ,2019-07-01,机械工业出版社,¥25.00,¥30.00,8.34折 ,,https://img3m6.ddimg.cn/52/0/11420288206-1_b_1.jpg
Go 语言, 官方正版 Go语言编程 go语言并发编程指南 Go语言测试工具书 go语言程序设计 Go语言入门书 人民邮电出版社 ,,人民邮电出版社,¥48.51,¥49.00,9.9折 ,,https://img3m9.ddimg.cn/39/0/11421116229-1_b_1.jpg
Go 语言, Go语言核心编程 ,2018-09-01,电子工业,¥55.69,¥79.00,7.05折 ,,https://img3m4.ddimg.cn/67/3/11022772234-1_b_1.jpg
Go 语言, Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语言实 ,2020-05-01,南京东南大学出版社,¥140.62,¥168.00,8.38折 ,,https://img3m3.ddimg.cn/81/17/11379420243-1_b_1.jpg
Go 语言, Go语言编程之旅(一起用Go做项目) ,2020-07-01,电子工业,¥76.14,¥108.00,7.05折 ,,https://img3m4.ddimg.cn/25/4/11038781284-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 go语言编程教程书籍 Go语言入门教材书籍 golang教程自学Go语言学习笔记 go语言程 ,,南京东南大学出版社,¥84.50,¥118.00,7.17折 ,,https://img3m1.ddimg.cn/74/4/11155129301-1_b_1.jpg
Go 语言," Go语言编程 许式伟,吕桂华 等 著 程序设计（新）专业科技 图书籍 人民邮电出版社正版 ",2022-11-15,人民邮电出版社,¥25.00,¥49.00,5.11折 ,,https://img3m2.ddimg.cn/64/8/11293122322-1_b_2.jpg
Go 语言, Go语言程序设计 【可开电子发票】 ,2013-08-01,人民邮电出版社,¥41.75,¥84.50,4.95折 ,,https://img3m2.ddimg.cn/68/10/11347810322-1_b_1.jpg
Go 语言, GO语言区块链应用开发从入门到精通 ,2021-05-01,北京大学,¥53.85,¥89.00,6.06折 ,,https://img3m0.ddimg.cn/63/29/11147799330-1_b_1.jpg
Go 语言, Go语言与区块链开发 ,2022-09-01,科学,¥46.20,¥57.00,8.11折 ,,https://img3m7.ddimg.cn/73/18/11429580367-1_b_1.jpg
Go 语言, Go语言定制指南 柴树杉 Go语言编程入门书籍golang教程实战自学基础入门精通实践开发 Go语言 Go语言实践编程书籍,2022-03-16,人民邮电出版社,¥61.50,¥79.90,7.7折 ,,https://img3m6.ddimg.cn/43/22/11227125436-1_b_1.jpg
Go 语言, Go语言精进之路 1+Go语言精进之路 2 全2册 1编程入门零基础 go语言 电脑编程计算机书籍 深入自学指南大全 数 ,,西安交通大学出版社,¥204.00,¥218.04,9.36折 ,,https://img3m4.ddimg.cn/40/11/11264628514-1_b_1.jpg
Go 语言, GO语言编程从入门到实践+Go语言入门经典+精通Go语言 第2版 共3册 黄永祥 等著 清华大学出版社 ,2022-06-01,清华大学出版社,¥293.00,¥366.00,8.01折 ,,https://img3m6.ddimg.cn/49/9/11307958546-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 2 ,2021-12-01,机械工业,¥83.24,¥119.00,7折 ,,https://img3m2.ddimg.cn/53/19/11051330552-1_b_1.jpg
Go 语言, Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系统编程语言程序设计教材 go语言程序设计教程书籍 正品图书 可开发票,,电子工业出版社,¥55.99,¥89.00,6.3折 ,,https://img3m3.ddimg.cn/49/20/11316203563-1_b_1.jpg
Go 语言, Go语言从入门到项目实践（超值版） 余建熙 清华大学出版社 9787302603276 润,2022-07-01,清华大学出版社,¥67.32,¥99.00,6.8折 ,读者对象 《Go语言从入门到项目实践：版》适合学习项目编程的初、中级程序员和希望精通Go语言开发技术的程序员阅读，同时还可供大中专院校和社会培训机构的师生及正在进行软件专业相关毕业设计的学生阅读。 本书特色 练题库、水平测试，、手机多维模式信手拈来。 案例源代码、教学课件、海量资源一样都不少。 公众号、群与读者互动。 780套求职资源库、350个实例及源代码注释、4套电子书资源库、200道求职常见面试（笔试）真题与解析。 提供教学资源库、求职资源库、面试资源库、笔试题库、案例资源库、项目资源库、软件开发模板库、上机实训手册、教学用PPT课件等。,https://img3m4.ddimg.cn/62/12/11329585604-1_b_1.jpg
Go 语言, Go语言高级开发与实战 ,2022-01-01,机械工业,¥83.89,¥119.00,7.05折 ,,https://img3m1.ddimg.cn/73/22/11079552601-1_b_1.jpg
Go 语言, Go语言从入门到精通 谢琼 人民邮电出版社【正版书籍，达额立减】 本店支持电子发票，请确认收货以后联系客服提供您的邮箱地址,2021-02-01,人民邮电出版社,¥71.21,¥79.80,8.93折 ,,https://img3m7.ddimg.cn/95/36/11413835627-1_b_1.jpg
Go 语言, Go语言定制指南 ,2022-04-01,人民邮电出版社,¥60.00,¥79.90,7.51折 ,,https://img3m2.ddimg.cn/42/27/11414837652-1_b_1.jpg
Go 语言, GO语言实战 【售后无忧】 ,2019-03-01,机械工业出版社,¥75.99,¥152.98,4.97折 ,内含70个技术案例内容实用，起点较低、上手容易,https://img3m2.ddimg.cn/20/31/11346603662-1_b_1.jpg
Go 语言, Go语言核心编程【正版书籍 达额立减】 【正版保证，可开发票，下单速发，优质售后】,2018-09-01,电子工业出版社,¥41.09,¥411.00,1折 ,,https://img3m2.ddimg.cn/12/11/11417603682-1_b_1.jpg
Go 语言, 【官方旗舰店】Go语言设计与实现 go语言实战Go语言核心编程零基础入门web开发计算机网络编程开发入门程序设计电脑教程 正版质量保证！出版社库房直发，提供正规电子发票,2021-11-01,人民邮电出版社,¥104.85,¥139.80,7.5折 ,,https://img3m8.ddimg.cn/74/35/11087995718-1_b_1.jpg
Go 语言, Go 语言从基础到中台微服务实战开发 ＜＞正品图书，可开发票＜＞,,人民邮电出版社,¥608.58,¥608.58,10折,,https://img3m1.ddimg.cn/59/2/11321059721-1_b_1.jpg
Go 语言, Go语言设计与实现 ,2021-11-01,人民邮电出版社,¥99.56,¥140.00,7.12折 ,,https://img3m4.ddimg.cn/45/30/11318804784-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 go语言编程教程书籍 Go语言入门书籍 golang教程自学Go语言学习笔记 go语言程序设 ,,中国铁道出版社,¥81.00,¥89.00,9.11折 ,,https://img3m4.ddimg.cn/39/36/11428236804-1_b_1.jpg
Go 语言," Go语言核心编程【达额立减】 [正版书籍,达额减,现货速发,可开电子发票]",2018-09-01,电子工业出版社,¥90.38,¥186.00,4.86折 ,适读人群 ：本书适合各个层次的Go语言开发者阅读，初学者可以系统地从头学习，有一定的编程经验者可以选择性地阅读本书。 Go语言精华部分 并发和小而美的类型系统。 Go陷阱主要论述使用Go过程中大家很困惑或容易出错的地方。 Go语言的哲学总结Go的设计哲学，懂得Go作者的设计意图，才能更好地使用该语言。,https://img3m4.ddimg.cn/28/12/11426342824-1_b_1.jpg
Go 语言, Go语言·云动力【放心购买】 ,2012-06-01,人民邮电出版社,¥24.00,¥53.30,4.51折 ,云计算时代的新型编程语言编程极客不可不学示例丰富，引人入胜，一本就Go!,https://img3m1.ddimg.cn/52/24/11437104841-1_b_1.jpg
Go 语言, 【全2册】Go语言核心编程+Go语言编程Go语言精华实战Go语言编程入门教程自学基础入门精通实践开发go语言程序设计书籍 ,2023-02-03,北京理工大学出版社,¥122.00,¥122.00,10折,,https://img3m8.ddimg.cn/21/6/11413954848-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 ,,电子工业出版社,¥150.00,¥150.74,9.96折 ,,https://img3m0.ddimg.cn/9/8/11391438870-1_b_1.jpg
Go 语言, Go语言 开发与实战 进阶 重点解析Go语言 开发知识 源码再用 随书源码可直接二次开发进行实战部 ,2022-01-01,机械工业,¥98.80,¥119.00,8.31折 ,,https://img3m7.ddimg.cn/15/19/11429542887-1_b_1.jpg
Go 语言, Go语言高级编程 go语言进阶实战 GO编程web编程书 云计算云存储区块链时代重要编程语言 Go语言编程自学宝典书籍 ,2022-09-13,人民邮电出版社,¥66.00,¥87.80,7.52折 ,,https://img3m4.ddimg.cn/52/9/11258770894-1_b_1.jpg
Go 语言," Go语言程序设计 [英]Mark Summerfield,许式伟 人民邮电出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",2013-08-01,人民邮电出版社,¥11.00,¥29.37,3.75折 ,国外最经典的Go语言著作，Go语言编程的先驱者Mark Summerfield的实践经验总结。 这是一本Go语言实战指南，帮你了解Go语言，按Go语言的方式思考，以及使用Go语言来编写高性能软件。 作者展示了如何编写充分利用Go语言突破性的特性和惯用法的代码，以及Go语言在其他语言之上所做的改进，并着重强调了Go语言的关键创新。 注重实践教学，每章都提供了多个经过精心设计的代码示例。 由个核心服务完全采用Go语言实现的团队——七牛团队核心成员翻译。,https://img3m0.ddimg.cn/77/0/11226390890-1_b_1.jpg
Go 语言, Go语言设计与实现 go语言实战Go语言核心编程零基础入门web开发计算机网络编程开发入门程序设计电脑教程 ,2021-11-01,人民邮电出版社,¥98.70,¥139.80,7.07折 ,,https://img3m3.ddimg.cn/80/5/11422112903-1_b_2.jpg
Go 语言, Go语言精进之路(从新手到高手的编程思想方法和技巧2)华章程序员书库 Foxpro 定价119元 白明 著 978711 ,2021-12-01,机械工业出版社,¥113.00,¥119.00,9.5折 ,适读人群 ：本书主要适合于以下人员阅读：迫切希望Go精进并上升到新层次的Go语言入门学习者；q希望写出高质量的、更符合Go惯用法代码的Go语言开发者；q有Go语言面试需求的在校生或Go语言 （1）作者经验丰富：资深Go技术专家和架构师，曾任东软集团开发部技术总监，现为东软睿驰智能网联汽车业务线车联网平台架构师。 （2）经典精华提炼：内容基于Go标准库、第三方库、Go项目等高质量Go代码，分析并提炼其中编程实践精华。 （3）3大社区力荐：GoCN社区、GopherChina、Go语言中文网3大社区联袂推荐。 （4）语言设计哲学：从Go语言设计者的角度，透析Go语言设计的哲学，揭开那些看似随意实为精心设计的秘密。 （5）Go编程思想：不掌握Go语言编程思想不足以说明精通Go语言编程，本书会无声息地将编程思想融入你的日常编码。 （6）66个主,https://img3m8.ddimg.cn/2/26/11162691938-1_b_1.jpg
Go 语言, Go语言核心编程+Go语言精进之路 1+Go语言精进之路 2 全3册 golag教程实战自学基础入门精通实践开发 go语 ,2023-02-01,浙江大学出版社,¥242.00,¥297.00,8.15折 ,,https://img3m3.ddimg.cn/44/12/11417491943-1_b_2.jpg
Go 语言, Go语言高级编程 go语言进阶实战 GO编程web编程书 云计算云存储区块链时代重要编程语言 Go语言编程自学宝典图书籍 ,2020-08-24,人民邮电出版社,¥59.10,¥89.00,6.65折 ,,https://img3m1.ddimg.cn/26/1/1675924991-1_b_1.jpg
Go 语言, Go语言入门经典 Go语言从入门到进阶实战Go语言编程入门教材书籍 golang教程实战自学基础开发 go语言程序设计教 ,2020-05-14,人民邮电出版社,¥44.90,¥58.69,7.66折 ,,https://img3m3.ddimg.cn/77/26/1625261693-1_b_1.jpg
Go 语言, Go语言高并发与微服务实战 [中国]朱荣鑫;黄迪璇;张天 中国铁道出版社 9787113266622 ,2020-04-01,中国铁道出版社,¥56.96,¥89.00,6.4折 ,深入Go语言和微服务框架，提供高并发场景下Go微服务应用实战案例,https://img3m6.ddimg.cn/31/36/1621465096-1_b_1.jpg
Go 语言, Go语言入门经典 人民邮电出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2018-08-01,人民邮电出版社,¥43.00,¥59.00,7.29折 ,,https://img3m7.ddimg.cn/84/15/1466359077-1_b_2.jpg
